Rank,Position,Name,School,Grade,URL,Summary,Strengths,Weaknesses,Round,Pro Comparison
219,IOL,DJ Campbell,Texas,6.1,https://bleacherreport.com/articles/25404045-nfl-draft-2026-scouting-report-texas-iol-dj-campbell,"DJ Campbell is a broad-framed interior blocker with very good length and play strength who can generate displacement in vertical run concepts and anchor quickly against the bull rush. However, below-average foot quickness limits his ability to redirect and mirror in isolation, and his tendency to drop his eyes on zone blocks reduces his ability to recover against movement across his face. He profiles as a developmental interior backup best suited for a downhill, gap-oriented run scheme.

Campbell is a 6'3"", 313-pound offensive line prospect, who entered the Texas program as a 5-star recruit in the 2022 class.

Cruz started 43 games at right guard for the Longhorns over four seasons and was named a third-team AP All-SEC selection in 2025. He was also a starter on a Joe Moore Award finalist unit during the 2024 season. Campbell competed in the 2026 Shrine Bowl.","- Thick, well-rounded, and sturdy build with a stiff punch and very good arm length.

- Engulfs and absorbs power down the middle of his frame to anchor quickly against the bull-rush.

- Good play strength shows up in the post on vertical double-teams and down blocks where his size and leg churn create movement at the point of attack.

- Provides firm help when uncovered in pass protection against late spinners and inside counters to dent edge-rushers and solidify the pocket.

- Effective puller using his wide-bodied frame and length to collect targets within the flow of the play and steer away from the ball.","- Below average foot quickness and burst leads to swinging his hips open to redirect and being tardy working to secondary threats (scraping backers, working through simulated pressures, late loopers).

- Persistently drops his eyes at the point of attack on zone base blocks, sapping his ability to recover and sustain against movement across his face.",,A.J. Cann
220,WR,Eric Rivers,Georgia Tech,6.10,https://bleacherreport.com/articles/25418915-nfl-draft-2026-scouting-report-georgia-tech-wr-eric-rivers,"Eric Rivers is a vertical matchup wide receiver who is capable of taking the top off the defense. Rivers excels as a deep option in the offense, but has to refine other areas of his game, making him a role-specific player.

He began his career at Memphis, where he walked onto campus as a former 3-star recruit in the 2021 class as a defensive back. Missed the entire 2022 season due to a shoulder injury. Afterward, Rivers transferred to Florida International, where he became the program's first AP All-American.

After two seasons at FIU, Rivers transferred again to Georgia Tech for his final season. His 2025 production was modest. He projects as a backup with room to improve and possibly carving out a role as a return specialist.","- Winning the vertical plane; possesses threatening top-end speed and acceleration

- Uses speed to attack bailing corners before snapping off his routes; quickly eats up cushion

- Ball tracking and hand-eye coordination

- Runs routes with intentional deception and disguises his pace and speed","- Struggled with concentration drops in consecutive seasons

- Undersized wide receiver with limited catch radius

- Refining his route running tempo and timing",5th Round,Tyler Scott
221,DL,Zxavian Harris,Ole Miss,6.1,https://bleacherreport.com/articles/25354803-nfl-draft-2026-scouting-report-ole-miss-dl-zxavian-harris,"At 6'8"" and 330 pounds, Zxavian Harris is a massive defensive tackle with the size and flashes of strength to intrigue defensive line coaches as a potential Day 3 pick.

However, he plays tall and gets pushed around too much for a prospect of his build, not including significant character concerns that could take him off some teams' draft boards altogether. Harris has been previously arrested twice, once in 2023 for DUI and felony fleeing and in 2024 for domestic violence and obstructing arrest, per ESPN.

The Ole Miss product was a 4-star recruit in the 2022 high school class and received limited playing time as a true freshman. He became a part of the Rebels' defensive line rotation during the '20'23 campaign, eventually developing into a starter and accumulating 30 tackles, 3.5 tackles for loss and a sack.","- Harris has great size and length, giving him a rare frame and unique traits to develop.

- When he does get his hands up against the run, he has the strength to hold his gap against base blocks and shed to make tackles in his gap.

- A good swim move that he defeat blocks with.

- Effective as the spike on run stunts, showing the physicality to catch offensive linemen off guard and create havoc in the backfield by picking off offensive linemen.

- When he doesn't win as a pass-rusher, he gets his hands up and bats passes down at the line of scrimmage.

- Experience playing several defensive line alignments. Ole Miss used Harris anywhere from a 4i-technique to a 0-tech nose tackle.","- During the pre-draft process, Harris must answer questions about his character and off-the-field issues after his two arrests.

- Slow off the ball. Lacks quickness and agility. Harris doesn't even have good block recognition, leading to him getting reached or scooped out of his gap. Also, he lacks the rotational strength to prevent his shoulders from getting turned against reach and scoop blocks.

- Plays tall and with little knee bend, making it difficult for him to anchor against down blocks and combo blocks.

- Doesn't have any pass-rush moves than he can win with consistently. Pad level and lack of a get-off kill his bull-rush, and he's often late with his hands when working finesse moves.

- Balance is an issue. He struggles to break down in the backfield, leading to missed tackles, and gets knocked off his path easily, ending up on the ground too much for someone of his size.",5th Round,Eyioma Uwazurike
222,TE,Dan Villari,Syracuse,6.1,https://bleacherreport.com/articles/25387651-nfl-draft-2026-scouting-report-syracuse-te-dan-villari,"Dan Villari, a former Michigan quarterback, demonstrated incredible work ethic and athletic ability in his transition to tight end at Syracuse.

Villari had a breakout campaign as a redshirt senior. He focused on the details of route running and became a much better receiver. His background as a quarterback brings a unique skill set for trick plays, especially amidst the emergence of the ""Tush Push.""

The 3-star recruit and transfer from Michigan had rushing touchdowns in each of the last three seasons for the Orange while accumulating 410 rushing yards and 671 receiving yards. He's a multi-faceted offensive weapon whose mentality will be an added bonus to an NFL roster.","— Has a versatile skill set with his rushing and pass-catching ability. Can do a little bit of everything for an offense. QB background adds another layer to his intrigue.

— Route timing and consistency underneath made him a relief valve for the Syracuse offense as a check-down or quick option. Brings an aggressive catch-to-attack mentality and gets upfield or into space quickly.

— Showed added growth as a route-runner tied to his movement skills in space. Work ethic and competitive nature shine throughout his game.","— Shows a lot of heart as a blocker, but needs to add power at the point of attack to generate push in the run game. Becoming a more physical and powerful player will help him play through contact as well.

— Still has work to do as a route-runner, finding consistency in route breaks and creating space for himself against defenders.

— Has decent length, but his ability to catch through contact is limited, and he struggles with drops. Improving his ball skills will go a long way toward making a roster impact.",5th Round,Grant Calcaterra
223,IOL,Caden Barnett,Wyoming,6.0,https://bleacherreport.com/articles/25328620-nfl-draft-2026-scouting-report-wyoming-iol-caden-barnett,"Caden Barnett is a barrel-chested, powerful in-line blocker without much wiggle who can dig out down linemen on angle-drive blocks, feeds on doubles, and pulls but will lean, overextend and be tardy to recover against slippery defenders. Barnett projects as a developmental guard with the right wiring and enough tools to have his best football come as a pro.

Barnett is a 6'4"", 316-pound offensive line guard who entered the Wyoming program as a 3-star recruit in the 2021 class.

Barnett started 35 career games at right tackle (23) and right guard (12), including all 12 of those right guard starts coming in 2025. The former Cowboy trained for the combine at OL Masterminds and played in the Shrine Bowl.","— Good square power to deliver jolt at the point of attack and dig out defenders in the post on double-teams, pulls and down blocks.

— Has the lower body strength and firm base to eat power down the middle in his anchor.

— Will overwhelm and bury smaller targets that get caught on his track.

— Flashes an effective inside/drag hand to slow down and collect counter moves across his face.","— Sawed off build with inconsistent strike timing creates soft edges and short corners.

— Struggles to stay attached, re-leverage and keep his balance against slippery defenders late in reps.

— Will play short on base blocks exposing his chest and leaving him vulnerable against the push-pull technique.",6th Round,Discount Gennings Dunker
224,DL,Kaleb Proctor,Southeastern Louisiana,6.0,https://bleacherreport.com/articles/25410789-nfl-draft-2026-scouting-report-southeastern-louisiana-dl-kaleb-proctor,"Kaleb Proctor is an impressive overall athlete, who can be a good penetrating defensive lineman in a one-gapping scheme at the next level. He's quick with the lateral movement skills to beat offensive linemen across their faces. Plus, his athleticism gives him potential as a pass-rusher.

Proctor wasn't ranked in the 2022 high school class and had no FBS scholarship offers, according to 247Sports, opting to play at the FCS level for Southeastern Louisiana.

He became a starter as a true sophomore and recorded 134 tackles, 26 tackles for loss, 16 sacks, two passes defended and two forced fumbles in 48 career games.","- Proctor is a good overall athlete with a quick get-off and accelerates well to get penetration when one-gapping.

- He also has the lateral movement skills to be effective slanting by getting into the offense's backfield.

- Has flashed a solid arm-over move that he can win with in both phases of the game.

- Shows solid power as a pass-rusher to occasionally push the pocket against interior offensive linemen.

- Effective on line games. He's a decent penetrator, who can catch offensive tackles off-guard. Also, the requisite agility to take efficient paths to the quarterback as the looper.

- Athleticism gives him the potential to add more pass-rush moves if his hand usage gets better and more consistent.","- When Proctor isn't penetrating, he often gets blown off the ball and struggles to anchor.

- He takes on blocks with a narrow base and lacks lower-body strength, leading to him getting pushed out of his gap by combo blocks or against offensive linemen who play with good leverage.

- Hand placement is a little wide and he lacks the strength to consistently get extension on blocks against higher-level competition, making it difficult for him to shed offensive linemen.

- Poor at sinking his hips to avoid getting washed inside when slanting against linemen who can stay in front of him.

- Slow to recognize reach blocks, resulting in getting sealed inside against outside zone runs despite having good lateral movement skills.

- Needs to use his hands more as a pass-rusher.

- Scheme fit is a question mark. He's built like a 4i-technique in odd fronts but isn't stout enough against the run. He's also on the lighter side for a 3-technique but too heavy for a base end in even fronts. His body-type and accompanying play-style could cap his ceiling as a role player in the NFL.",5th Round,Levi Drake Rodriguez
225,RB,Eli Heidenreich,Navy,6.4,https://bleacherreport.com/articles/25409210-nfl-draft-2026-scouting-report-navy-rb-eli-heidenreich,"Eli Heidenreich is an athletic Swiss Army knife and offensive weapon who plays both wide receiver and running back.

He enrolled at Navy as a former 0-star recruit in the 2022 class. He has operated in a versatile role for the Midshipmen's offense, accounting for 1,157 rushing yards, 1,994 receiving yards and 23 total touchdowns.

Heidenriech projects as a dual-threat option out of the backfield. With the right play-caller, he can develop into a functional rotational contributor with personnel flexibility.","- Run and catch versatility. Mismatch creator out of the backfield.

- Sweep runner with good open-field speed to generate explosive runs on the perimeter.

- Powerful hand-strength to catch and secure the football against tight coverage and in high-traffic areas.

- Flex receiver option, with experience running a wide receiver route tree as a slot and Z-receiver.

- Smooth hips to sink and drive out of breaks, changes directions well as a runner in space.

- Good build/frame paired with play-strength to lower his shoulder and finish runs through contact.","- Played in an option-dominant offense and lacks traditional running back carries.

- Short arms and wingspan to battle at the catch-point as a receiver.

- Lacks a defined role.

- Limited third-down value as a pass protector because of limited snaps.",5th Round,Potential to be Tony Pollard
226,WR,Dillon Bell,Georgia,6.05,https://bleacherreport.com/articles/25418924-nfl-draft-2026-scouting-report-georgia-wr-dillon-bell,"Dillon Bell is a sturdy, versatile matchup-wide receiver prospect. His game is predicated on making plays in space. His limited receiving production will place more onus on his ability to make his mark on special teams.

Bell enrolled at Georgia as a former 3-star recruit in the 2022 class. He has played in 56 games in college. Bell never produced at a high-level during his four years with the Bulldogs. Primarily used as a versatile threat, but there's developmental receiving ability to work with.

Dame Parson is the lead host of the Locked On NFL Draft podcast. He also serves as co-host of the Scouting Room NFL Podcast alongside Daniel Harms.","- Fearless collision player; play strength through contact to create YAC

- Good playmaking and athlete in space; creative ways to get him the football

- Compact and durable build/frame; suited for physical play

- High-motor player; plays with full effort when on the field

- Speed to create chunk plays after the catch","- Is not a nuanced or polished route runner; will be challenged to separate underneath

- Routes lack sharpness; will drift upfield on slants and in-breakers

- Not a natural hands catcher; prefers to trap the ball with his frame

- Below-average receiving production during collegiate career",5th Round,Leonte Carroo
227,IOL,Evan Beerntsen,Northwestern,6.0,https://bleacherreport.com/articles/25415253-nfl-draft-2026-scouting-report-northwestern-iol-evan-beerntsen,"Evan Beerntsen is an efficient, mobile blocker with solid pop on contact and a strong understanding of how to play long and steer defenders using leverage. His light, sawed-off build will make it difficult to consistently brace, anchor and sustain in the NFL, projecting him as a quality swing interior backup with spot-start potential — particularly if he can transition to center.

Beerntsen is a 6'3"", 301-pound interior offensive line prospect who entered the South Dakota State program as an unranked recruit in the 2019 class. He spent six seasons at SDSU and started 38 games at right guard before transferring to Northwestern for the 2025 season. His arrival at Northwestern reunited him with offensive coordinator Zach Lujan who held the same position at SDSU before being hired in 2024.

The former Wildcat started 13 games at right guard last season before earning a Combine invite and participating in the Shrine Bowl. He turns 26-years old in September.","- Surges off the ball and into contact with solid aggression and physicality.

- Does a nice job playing long, striking first and keeping defenders off of his frame.

- Solid short-area quickness with clear eyes to timely combo, climb and intersect backers.

- Good lower half mobility facilitates low pad level, leading to superior leverage and snug fits at the point of attack.

- Processes and sorts basic line games and stunts quickly.","- Below average weight and arm length.

- Middling square power will leave him stalemated and pried open when isolated against tight/head-up aligned defensive tackles.

- Feet can be tardy when initially stacked, causing him to get slipped quickly if he doesn't establish first meaningful contact.",,Joe Dahl
228,IOL,Micah Morris,Georgia,6.0,https://bleacherreport.com/articles/25404715-nfl-draft-2026-scouting-report-georgia-iol-micah-morris,"Micah Morris is a massive, relatively inexperienced guard prospect with elite testing and solid movement skills that allow him to cover up and wall off defenders in space. However, high pads and rudimentary hand usage expose his frame and sap his ability to consistently generate power at the point of attack. Those limitations signal a developmental guard prospect with starting upside down the road.

Morris is a 6'5"", 334-pound offensive guard prospect, who entered the Georgia program as a 4-star recruit in the 2021 class.

The former Bulldog started 19 career games during his five-year career in Athens, including 14 starts at left guard in 2025. He was the only Georgia offensive lineman to start every game this past season. Morris competed in the 2026 Shrine Bowl.","- Barrel-chested, wide-bodied guard with good length and large hands.

- Solid upper body strength with the grip strength and density to halt movement once latched.

- Solid movement skills paired with his mass allows him to shield and wall off rush lanes.

- Capable move blocker who takes solid angles on pulls and climbs to intersect targets.","- Tall, upright playing style creates easy openings into his frame and results in marginal power relative to his raw tools.

- Catches rather than hits on contact which creates persistent stalemates on base and angle-drive blocks.

- Part of a rotation at left guard during his lone season as a full-time starter in 2025.",,Javion Cohen
229,LB,Kaleb Elarms-Orr,TCU,6.0,https://bleacherreport.com/articles/25415284-nfl-draft-2026-scouting-report-tcu-lb-kaleb-elarms-orr,"Kaleb Elarms-Orr turned heads with a very strong performance at the NFL combine, finishing second among linebackers in the 40-yard dash and vertical jump. Impressive athleticism shows up on tape, too, making him an intriguing developmental prospect.

The 6'2"", 234-pound backer was a three-star recruit in the 2021 high school class and originally went to Cal, where he redshirted as a true freshman after tearing his ACL before arriving at Berkeley. He became a starter in 2023 and recorded 92 tackles, 3.5 tackles for loss, a sack, an interception and five passes defended.

After earning second-team All-Pac-12 honors, Elarms-Orr transferred to TCU and ended up playing in 26 games with 13 starts (all in 2025) for the Horned Frogs. He accumulated 184 tackles, 15.5 TFLs, six sacks and two PDs, while earning first-team All-Big 12 recognition this past season.","- Elarms-Orr is a good overall athlete, who tested well at the NFL combine to earn a 9.55 relative athletic score.

- Very good speed, which helps increase his sideline-to-sideline range, carry the seam in Tampa 2 and close on ball-carriers.

- Good eye-discipline in zone coverage to locate threats coming into his area. He adjusts his path well to effectively pattern-match and/or take away options from the quarterback.

- Mirrors running backs in the backfield well.

- Consistently wraps up when tackling and doesn't miss much.

- Good speed and bend/lower body flexibility to take efficient paths to the quarterback when unblocked as a blitzer.

- Experience playing on special teams.","- Elarms-Orr significantly lacks strength to be an effective run-defender at the next level.

- Takes on blocks with little knee-bend and has skinny legs, leading to him getting pushed around when taking on blocks.

- Not physical at the point of attack and has shorter arms, making it difficult for him to stack and shed, even against tight ends.

- No knockback power when coming downhill. Offensive linemen can absorb his contact and running backs can get extra yards on his tackle attempts.

- Often gets caught in the trash as a run defender, as he's quick to vacate the backside of runs or crash downhill, taking himself out of the play.

- Short-area quickness and change of direction are subpar, making it difficult for him to stay in phase against running backs and slot receivers when playing man-coverage.",5th Round,Jake Hummel
230,IOL,Matt Gulbin,Michigan State,6.0,https://bleacherreport.com/articles/25406788-nfl-draft-2026-scouting-report-michigan-state-iol-matt-gulbin,"Matt Gulbin is a hard-nosed, efficient center prospect with good play strength and good feel to help mitigate below average length and quickness. He projects as a quality swing interior backup and fringe starter at the pivot who can keep an offense on schedule in a pinch.

Gulbin is a 6'4"", 305-pound center prospect who entered the Wake Forest program as a 3-star recruit in the 2021 class. After starting 23 games (11 at each guard spot, one at center) over four years he transferred to Michigan State in 2025.

The former Spartan finished his career with 34 career starts, including 11 at center as a team captain last season. Gulbin was a 2025 team captain and is the only offensive linemen in the class with double-digit starts at all three interior spots.","- Solid play strength with a flat-back posture and tight hand placement to create firm, quick leverage on blocks.

- Sturdy anchor with low pads, stiff punch and force through the ground to root his feet.

- Efficient combination and double-team blocker who overtakes targets on zone concepts and is firm in the post on vertical doubles.

- Shows good feel, tempo and timing on releases and climbs to intersect backers on quick-hitting, inside-the-box runs.","- Sawed off build with below average movement skills.

- Will struggle hardening his edges and shoring up movement across his face.

- Vulnerable to getting stacked when attempting to close the runway on three techniques on full slides, boots and roll-outs.",,Jake Andrews
231,QB,Cade Klubnik,Clemson,6.0,https://bleacherreport.com/articles/25307776-nfl-draft-2026-scouting-report-clemson-qb-cade-klubnik,"Cade Klubnik is an athletic quarterback with plus-level arm talent to succeed in the NFL, but he lacks consistency.

Klubnik is a threat to run designed QB concepts and improvise if the protection breaks down. He has to find consistency with decision-making and other nuances of playing the position.

Klubnik is a former highly-touted 5-star recruit in the 2022 class. His career has been a roller coaster in terms of on-field play and production. There have been too many instances of Dr. Jekyll and Mr. Hyde with Klubnik's performance at Clemson. He might be a better pro quarterback by being in a better ecosystem.","- Klubnik is best when throwing off play action or RPO concepts. These plays allow him to read the field with a little extra time and identify false steps by second-level defenders to attack the voids within the coverage.

- His athleticism helps set his floor as a prospect. He is a straight-line athlete with a track background (400-meter state HS champion in Texas). He will add an adequate element to the playbook/playcalling and ground game.

- When he's playing on schedule, it looks good. Klubnik flashes anticipation on various throws. Throws very catchable passes at all three levels of the field.

- He delivers passes with good touch and arc, layering the football over the heads of defenders.

- Clemson's 5-star QB flashes pocket mobility when given time. He maneuvers nicely to evade the rush and deliver the football. Just needs to be consistent.

- Creating explosive plays down the middle of the field. He throws accurately on seams, posts, and deep in-breakers (Dagger).

- Klubnik is good when facing the blitz. When he reads the defensive shells pre-snap and the picture doesn't change, he will beat the blitz.","- Decision-making on true dropback sets. Klubnik has struggled to play with consistency without the threat of a running game.

- Feeling pressure inside the pocket for Clemson's third-year starter comes and goes. Sometimes he feels and evades, other times, he's locked into a read and takes unnecessary sacks.

- He struggles with post-snap reads. Too often, Klubnik believes what the defense is showing pre-snap, and the transition post-snap after the picture changes creates delayed reads and confusion for the QB.

- Klubnik's processing of information needs to speed up. He teeters between being early and being late. When he throws late, the ball enters vulnerable windows, giving the defenders an opportunity to make a play. Improve overall decision-making.

- Poor field vision and struggles to progress through his reads. More equipped to handle half-field reads.

- Lacks the lateral agility and elusiveness to make plays in the pocket if protection breaks down.",4th Round,Matt Corrall
232,WR,Barion Brown,LSU,6.0,https://bleacherreport.com/articles/25418518-nfl-draft-2026-scouting-report-lsu-wr-barion-brown,"Barion Brown is a field-stretching Z-receiver prospect. He projects as a rotational role player in the NFL.

He enrolled at Kentucky as a former 4-star recruit in the 2022 class. His production during three years with the Wildcats was average. Brown transferred last season to LSU, where his productivity trend continued. During his collegiate career, he earned All-American and All-SEC honors as a return specialist.

Dame Parson is the lead host of the Locked On NFL Draft podcast. He also serves as co-host of the Scouting Room NFL Podcast alongside Daniel Harms.","- Track and sprinter speed to create explosive plays down the field

- A dynamic return specialist; he will boost an NFL special team's unit

- Run-after-catch threat who slashes and dashes through traffic","- Inconsistent hands; dealt with drops every year of his career

- Routes lack nuance and details to maximize open field speed

- Ball tracking and positioning in contested catch situations",5th Round,Dede Westbrook
233,Edge,Mikail Kamara,Indiana,6.0,,,,,,
234,WR,Kendrick Law,Kentucky,6.0,https://bleacherreport.com/articles/25399428-nfl-draft-2026-scouting-report-kentucky-wr-kendrick-law,"Kendrick Law is a tough run-after-catch weapon with explosive traits, but lacks production to be considered an impact prospect.

Initially, he enrolled at Alabama as a former 4-star recruit in the 2022 class. His presence was felt more on special teams for the Crimson Tide than as a wide receiver. After three seasons, he transferred to Kentucky, where he had his best receiving season.

Law has a well-proportioned and compact frame suited for a gadget receiver role, and his collegiate usage is evidence. Landing spot will be paramount for Law to carve out a role worthy of a spot on the 53-man roster. Projects as a practice squad and developmental prospect.","- Big-play threat with excellent acceleration and open-field speed

- Dense and sturdy build with strong contact balance; Is a tough YAC playmakers

- Strong and dependable hands; plucks the ball from outside his frame

- Excels at gadget and manufactured plays in space

- Kick return value on special teams","- Consistently unproductive as a wide receiver throughout career

- Muscle-bound frame creates rigid hip movements and routes

- Runs a limited route tree

- Lacks natural route running feel and nuance; Doesn't optimize athleticism to create separation",5th Round,Malachi Corley
235,TE,Matthew Hibner,SMU,6.0,,,,,,
236,DL,Jordan Van Den Berg,Georgia Tech,5.9,https://bleacherreport.com/articles/25416321-nfl-draft-2026-scouting-report-georgia-tech-dl-jordan-van-den-berg,"Jordan van den Berg put up elite testing numbers at Georgia Tech's pro day to be worth taking a flier on in the late rounds of the draft. However, he's a sixth-year senior whose technique is all over the place.

Born in Johannesburg, South Africa, van den Berg played rugby in his home country before moving to the United States at 10 years old and picking up football as a sophomore in high school.

A linebacker at the prep level, he switched to defensive line at Iowa Western Community College and was a 3-star recruit in the 2021 JUCO class who originally went to Penn State. The former Nittany Lion was a backup for three years, collecting 26 tackles, four tackles for loss and 2.5 sacks in 28 games at Happy Valley.","- van den Berg earned a perfect 10.00 RAS for his pro day performance, highlighted by a 1.61-second 10-yard split, 36"" vertical jump, 4.19-second short shuttle and hitting 35 reps on the bench press. He also has good size for a 3-technique defensive tackle.

- Pretty quick off the ball with a good get-off to be a solid one-gap penetrator.

- When slanting, he combines initial quickness with decent lateral movement skills and the ability to get skinny to slip blocks and get penetration.

- Athleticism helps him break down and work flat down the line of scrimmage to avoid getting too far up the field after getting penetration.

- Has natural strength to hold his gap as a run defender despite having poor technique, even against combo blocks occasionally.

- Plenty of upper-body strength to get extension on blocks when he starts using his hands more frequently. Helps that he has good genes; his grandfather, Fancois van den Berg, was a bodybuilder in South Africa.","- van den Berg will be an older rookie after turning 24 in mid-April. He's also a sixth-year senior who played for two Power 4 conference programs and still has significant technique issues.

- First-step footwork is inconsistent, sometimes false-stepping, stepping with the wrong foot or hopping out of his stance.

- Bends at the waist instead of the knees to get low, which can cause him to be off-balance and end up on the ground when taking on blocks.

- Uses his head first when engaging with offensive linemen and often has his head down at the point of contact, leading to no extension and making it impossible to shed blocks.

- Block recognition is late and has subpar gap integrity, leading to him being out of position occasionally, especially against reach or scoop blocks.

- Doesn't use his hands as a pass-rusher either, and lacks leg drive through contact, making his bull rush ineffective.",7th Round,Thomas Booker
237,CB,Avery Smith,Toledo,5.9,https://bleacherreport.com/articles/25403734-nfl-draft-2026-scouting-report-toledo-cb-avery-smith,"Avery Smith is an instinctual risktaker at the cornerback position who drives downhill with quickness and sifts traffic laterally to read and react to routes. The aggressive mindset plays a huge role in Toledo's defense and will be an asset at the next level.

The former 3-star recruit was a part-time player over his first two seasons, but since 2024, he's put up 100 tackles (71 solo), 5.5 tackles for loss, 3 interceptions, and 25 passes defensed. Once he got the hang of the defense and earned more playing time, the production came quickly for Smith.

He'll likely be a nickel in the NFL and will have to earn his way on special teams early on to crack a roster.","— Smith reads the quarterback's eyes in zone coverage with speed and identifies route concepts well.

— He has positional flexibility in the secondary and communicates well with teammates.

— Competitive toughness shows up, triggering downhill to deliver hits and at the catch point when driving on receivers.

— Quick off the edge as a run defender or blitzer to cause havoc.","— Smith out-positions himself with overreactionary movements against quick receivers and quarterbacks' eyes.

— Transitions in catch technique and at the top of routes are hesitant, regularly putting him behind the play in man.

— His skillset projects better to nickel, but his missed tackles and lack of length show up in run defense.

— Struggles to locate the football down the field and lacks the recovery speed to close the gap consistently.",7th Round,Dane Jackson
238,WR,Keelan Marion,Miami,5.99,https://bleacherreport.com/articles/25359055-nfl-draft-2026-scouting-report-miami-wr-keelan-marion,"Keelan Marion emerged as a steady and productive receiver with big-play capabilities.

He runs good routes and operates in areas of the field that translate to the NFL. Also, his experience as a kick returner adds value to the special teams.

Marion began his career as a UConn Huskie and a 3-star recruit in the 2020 class. He transferred to BYU before landing with the Hurricanes. 2025 was by far the best season of his collegiate career.","- Marion stems his routes well to attack angles and leverages to set up his route breaks. He is adept at locating and working into the defender's blind spot in bail technique (cover 3 drop).

- He possesses enough build-up speed and stride length to eat up grass before running past indecisive corners. He tracks the ball fairly well, making him an effective deep-threat receiver.

- The former BYU Cougar uses quick plant and open movements to run successful curls/hitches, in and out-breaking routes. Adding his sharp cuts to those routes helps create separation.

- He is a high motor player who gives full effort until the whistle is blown.

- Crossers and mesh concepts are good for Marion as they create easy run-after-catch transitions for him.

- Carries a compact build and frame, plays with good strength after the catch.","- Marion needs to add more to his approach versus press corners. He relies too often on fighting through contact instead of quick, clean wins at the line of scrimmage.

- Lacks creativity after the catch. He is more of a run-to-the-void player with the football.

- He is not a high-pointing, contested catch receiver. Marion tends to wait for the ball to descend and drop into his pads.",6th Round,Jermaine Burton
239,IOL,Josh Gesky,Illinois,5.9,https://bleacherreport.com/articles/25415064-nfl-draft-2026-scouting-report-illinois-iol-josh-gesky,"Josh Gesky is a broad-framed, physical and alert guard prospect with solid play strength. He covers up and widens down linemen effectively on combinations, straining through contact with enough burst to intersect backers on climbs. Gesky flashes jolt in his punch, but too often catches blocks and lacks the recovery ability to consistently retake leverage and get out of compromised positions. He projects as a quality interior backup with the ability to step in and hold up at guard in a pinch.

Gesky is a 6'5"", 329-pound offensive guard prospect who entered the Illinois program as a 3-star recruit in the 2021 class.

The former Fighting Illini started 34 career games at guard (32 LG & two RG), including 13 at left guard last season. He competed in the 2026 Shrine Bowl.","- Solid play strength with the frame to cover up, steer and solidify rush lanes on double-team and combo blocks.

- Shows enough burst and pop on contact to line up, jolt and corral rushers and linebackers on climbs.

- Physical, aggressive and alert play style to decipher stunts, games and clear the pocket when uncovered.

- Sturdy anchor when he plays long and established first meaningful contact.","- Upright play style with tardy foot quickness caps his ability to retake leverage and recover out of compromising positions.

- Below average power will cap his ability to generate immediate displacement on solo angle-drive blocks in the NFL.",6th Round,Andrew Vorhees
240,Edge,Jack Pyburn,LSU,5.9,https://bleacherreport.com/articles/25390304-nfl-draft-2026-scouting-report-lsu-edge-jack-pyburn,"Jack Pyburn is a feisty edge-setter who plays with his hair on fire. The 6'4"", 264-pound edge defender has good size and length, along with physicality and nastiness at the point of attack to be a plus run defender and decent power rusher in the NFL.

The 3-star recruit in the 2022 high school class began his college career at Florida, where he played for three seasons. He was primarily a special teamer as a true freshman and sophomore in Gainesville, although he factored into the Gators' rotation in 2023 before a torn ACL ended his season after eight games.

The following year, the Jacksonville, Florida, native became a starter after four games and enjoyed a breakout campaign, racking up 60 tackles, four tackles for loss, a sack, an interception and a forced fumble.","- Has solid size and a good frame for an NFL edge defender.

- Quick to get his hands up as a run defender and is physical and strong at the point of attack to generate some knockback power.

- Recognizes run schemes well to put himself in position to take on blocks.

- Uses his strength well to get extension on blocks, especially against tight ends, allowing him to escape and make tackles near the line of scrimmage.

- Takes on blocks with good pad level and has the strength to set the edge versus both base blocks from offensive tackles and against pulling guards as the force player in the run fit. Also is good at getting under pullers as the spill player.

- Decent power rusher. Can push the pocket a bit when bull-rushing offensive tackles and has flashed a decent long-arm to push-pull move.

- Can be an effective pick player on line games.","- Subpar athlete overall. Lacks the quickness and lateral movement skills to be effective when working finesse moves as a pass-rusher.

- Doesn't have any savviness as a pass-rusher by stemming or using head/shoulder fakes to set offensive linemen up.

- Poor use of hands as a pass-rusher. Often late or inaccurate with his hands. Allows offensive tackles to hang onto his body by not working their hands after contact. Lack of arm length is a factor here.

- Shows lower-body stiffness, impacting his ability to bend and making it difficult for him to clear his lower half to get clean wins as a pass-rusher.

- Often misses tackles in space or in the backfield because he doesn't break down and will get juked out due to his lack of athleticism.",7th Round,Kingsley Enagbare
